paper_id,paper_title,main_classification,subclassification,focus,main_contribution,context,data_collection,tries_to_help_users_to,summary_tries_to_help_to,keywords,sample_size,sample_demographics,sample_recruitment,user_compensation,user_level,domain,publication_type,authors,year,venue
P177,Real-Time Privacy Risk Quantification in Online Social Networks,Raise Privacy Awareness,Risk communication,privacy score of the user interaction in social networks,Model vulnerable user profiles via machine learning techniques to compute the vulnerability of the OSN users against the profile matching risk by only analyzing the user profiles in the anonymous OSN,Information sharing: a privacy-risk quantification tool computes the risk of matching user profiles across OSNs,Experiment with dataset,understand their privacy risks due to their public sharings and be more conscious about their online privacy,raise privacy awareness,social networks; profile matching; privacy risk quantification,-,N/A,N/A,N/A,N/A,Social Networks,Conference Paper,"Halimi A., Ayday E.",2021,"Proceedings of the 2021 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining, ASONAM 2021"
P178,Reaper: Real-time app analysis for augmenting the android permission system,Control Information Disclosure,Permission granting on mobile applications,Android permission model,"Present Reaper, a novel dynamic analysis system that traces the permissions requested by apps in real time and distinguishes those requested by the app’s core functionality from those requested by third-party libraries linked with the app",Android permission model:Reaper’s functionality can enhance Android’s fine-grained run time permission system and enable users to prevent third parties from accessing their personal data,Experiment with dataset,selectively deny permissions that are not part of an app’s core functionality,manage privacy settings,Android; dynamic analysis; permission origin; personally identifiable information; third-party libraries,-,N/A,N/A,N/A,N/A,Software applications,Conference Paper,"Diamantaris M., Papadopoulos E.P., Markatos E.P., Ioannidis S., Polakis J.",2019,CODASPY 2019 - Proceedings of the 9th ACM Conference on Data and Application Security and Privacy
P179,Recommendations for a smart toy parental control tool,Control Information Disclosure,limited user interface,a reference solution for smart toy parental control tools,"Propose a reference solution for smart toy parental control tools, with which parents can take control and adequately manage their children’s data according to their preferences.",Information disclosure: parents control and adequately manage their children’s data according to their preferences,Prototype,take control and adequately manage their children’s data according to their preferences,manage privacy settings,Smart toys; Connected toys; Internet of toys ; Parental control ; Child privacy; Privacy requirements,136,academic community,NI,NI,lay,Internet of Things,Journal Article,"de Paula Albuquerque, O.; Fantinato, M.; Hung, P. C. K.; Peres, S.M.; Iqbal, F.; Rehman, U.; Shah, M.U.",2022,The Journal of Supercomputing
P180,REMIND: Risk Estimation Mechanism for Images in Network Distribution,Control Information Disclosure,Manage Multiparty Privacy,Privacy of Images,Present a novel risk reminder system that offers the social network users a quantitative view of their image sharing risks due to friend-to-friend re-sharing,"Information sharing: if the computed disclosure probability indicates high risks of privacy breach, a reminder is issued to the image owner to help revise the privacy settings (or, at least, inform the user about this accidental disclosure risk)",Experiment with dataset,make informed decisions when setting their privacy preferences,manage multiparty privacy,Image privacy; sharing chain; risk estimation; probability model,183,general,online,N/A,mixed,Social Networks,Journal Article,"Lin D., Steiert D., Morris J., Squicciarini A., Fan J.",2019,IEEE Transactions on Information Forensics and Security
P181,Resolving Multi-Party Privacy Conflicts in Social Media,Control Information Disclosure,Negotiation and conflict resolution,Privacy management,Present a mechanism for detecting and resolving privacy conflicts in Social Media that is based on current empirical evidence about privacy negotiations and disclosure driving factors in Social Media and is able to adapt the conflict resolution strategy based on the particular situation,"Information sharing: the mediator firstly inspects the individual privacy policies of all users involved looking for possible conflicts. If conflicts are found, the Resolving Multi-Party Privacy Conflicts in Social Media",Online Exp.,achieve a satisfactory solution for all parties involved in multi-party privacy conflicts,manage multiparty privacy,Social Media; Privacy; Conflicts; Multi-party Privacy; Social Networking Services; Online Social Networks,50,general,online,N/A,mixed,Social Networks,Journal Article,"Such J.M., Criado N.",2016,IEEE Transactions on Knowledge and Data Engineering
P182,RIPA: Real-time image privacy alert system,Control Information Disclosure,Manage Multiparty Privacy,Privacy management,Propose a Real Time Image Privacy Alert (RIPA) System which helps classify and detect privacy sensitive objects within the images being uploaded,"Information sharing: RIPA issue privacy alert to prevent the privacy violation, if detected",Experiment with dataset,prevent the privacy violation,manage multiparty privacy,Image privacy; Geo-location; Convolution Neural Network; Transfer Learning,-,N/A,N/A,N/A,N/A,Social Networks,Conference Paper,"Keerthi Chandra D., Chowgule W., Fu Y., Lin D.",2018,"Proceedings - 4th IEEE International Conference on Collaboration and Internet Computing, CIC 2018"
P183,Scoring Users' Privacy Disclosure Across Multiple Online Social Networks,Raise Privacy Awareness,Analysis of past disclosures,Privacy management in OSNs,Propose a system to compute information visibility as a factor that has a direct impact on a user’s privacy disclosure score,Information sharing: compute the overall privacy disclosure score of users who are sharing their information in multiple social networks,Case study,have a more detailed examination of the information they want to share in the future,raise privacy awareness,Privacy; social networks; measurement; fuzzy logic,15,general,NI,NI,NI,Social Networks,Journal Article,"Aghasian E., Garg S., Gao L., Yu S., Montgomery J.",2017,IEEE Access
P184,Seeing is believing: Towards interactive visual exploration of data privacy in federated learning,Control Information Disclosure,Control Information Disclosure,Privacy visualisation,Design the first interactive visualization system for FL privacy that supports intelligible privacy inspection and adjustment for data owners,Information sharing: provides visual interpretation and attention rendering of privacy risks in view of multiple attacking channels and a holistic view,Online exp.,realize private data minimization and to interactively inspect and control private information leakage,control information disclosure,Federated learning; Visualization; Privacy protection,38,Other,mixed,N/A,mixed,Online Services,Journal Article,"Guo Y., Liu F., Zhou T., Cai Z., Xiao N.",2023,Information Processing and Management
P185,Self-service Privacy: User-Centric Privacy for Network-Centric Identity,Control Information Disclosure,Control Information Disclosure,SP/IdP,"Present Privacy Controller, a solution to help users to actively control the privacy of their personal information while using services in the digital world",Privacy settings: support for users to define their privacy preferences,Proof-of-concept,"understand how much personal information about them is being stored, who has accessed it and how it will be safeguarded in the future.",control information disclosure,Privacy; identity management; user-centric; network-centric; user control,-,N/A,N/A,N/A,N/A,Online Services,Conference Paper,"Del Alamo J.M., Monjas M.A., Yelmo J.C., Miguel B.S., Trapero R., Fernandez A.M.",2010,IFIP Advances in Information and Communication Technology
P186,Semantic-based privacy settings negotiation and management,Control Information Disclosure,limited user interface,Privacy management,Propose an approach that exploits Semantic Web Technology (SWT) to manage the interactive setting of users’ privacy preferences in the IoT,"Privacy settings: the core of the approach is a Privacy Preference Model (PPM) with its related ontology (PPIoT), and a Personal Data Manager (PDM) that negotiates and manages the user’s privacy preferences",Prototype,manage their privacy preferences,manage privacy settings,privacy preference manager; privacy ontology; data sharing and permission management; IoT,295,Other,crowd sourcing platform,payment from the plataform used,lay,Internet of Things,Journal Article,"Sanchez O.R., Torre I., Knijnenburg B.P.",2020,Future Generation Computer Systems
P187,SmarPer: Context-Aware and Automatic Runtime-Permissions for Mobile Devices,Control Information Disclosure,Recommendation-based,Android permission model; prediction of permission decision by infering users’ permission-decision patterns,"Propose “Smart Permissions” (“SmarPer”), an advanced permission mechanism for Android with three main goals: context-aware permissions, automatic decision-making at runtime, and data obfuscation",Privacy settings: prediction of privacy preferences at runtime,Online exp.,better manage permissions,manage privacy settings,-,41,N/A,mixed,direct payment,lay,Software applications,Conference Paper,"Olejnik, Katarzyna; Dacosta, Italo; Machado, Joana Soares; Huguenin, Kévin; Khan, Mohammad Emtiyaz; Hubaux, Jean-Pierre",2017,2017 IEEE Symposium on Security and Privacy (SP)
P188,Smart Data Agent for Preserving Location Privacy,Control Information Disclosure,Control Information Disclosure,Location privacy,Develop a neural network based intelligent agent that learns the user’s privacy preferences and estimates the preferred privacy levels for future interactions,"Information sharing: Agent in the proposed model behaves as an advanced data location manager and interacts with the apps instead of letting them directly access the location data. Apart from deciding the amount of distortion, the agent also works to prevent remove spatial and temporal correlations by adding perturbations to actual access history so as to prevent a third party from making an kind of prediction on personal data",Experiment with dataset,"have more options for controlling what to share, how much to share, and with whom to share data",control information disclosure,Deep Learning; Internet of Things; Location Privacy; Neural Networks; Privacy by Design; Smart Data,25,general,NI,NI,NI,Software applications,Conference Paper,"Kaur H., Echizen I., Kumar R.",2020,"2020 IEEE Symposium Series on Computational Intelligence, SSCI 2020"
P189,Smart toys and children’s privacy: Usable privacy policy insights from a card sorting experiment,Control Information Disclosure,limited user interface, nutrition label style mobile parental privacy controls for smart toys,Present a new model for nutrition label style mobile parental privacy controls for smart toys,Privacy policy: usable privacy policy for children's smart toys - parental control,Card sorting,protect the privacy of their kids,manage privacy settings,Card Sorting; Information Architecture; Privacy; Privacy Policies; Smart Toy; Tool; Usability,30,gender,offline,None,N/A,Internet of Things,Conference Paper,"De Lima Salgado A., Dias F.S., Mattos J.P.R., De Mattos Fortes R.P., Hung P.C.K.",2019,"37th ACM International Conference on the Design of Communication, SIGDOC 2019"
P190,SoSharP: Recommending Sharing Policies in Multiuser Privacy Scenarios,Control Information Disclosure,Interaction with social networks,sharing policy recommendation in multiuser scenario,"Present SoSharP, a recommender for sharing policies","Information sharing: given a multiuser scenario, SoSharP recommends a sharing policy, e.g., share with common friends, suitable for all users involved",Experiment with dataset,reduce the cognitive burden and social stress in making decisions that promote privacy,manage privacy settings,-,-,general,crowd sourcing platform,payment from the plataform used,lay,Social Networks,Journal Article,"Fogues R.L., Murukannaiah P.K., Such J.M., Singh M.P.",2017,IEEE Internet Computing
P191,Styx: Privacy risk communication for the Android smartphone platform based on apps' data-access behavior patterns,Raise Privacy Awareness,Risk communication,design knowledge for more intuitive privacy-awareness mechanisms for mobile apps,"Introduce Styx, a novel privacy risk communication system for Android that provides users with privacy risk information based on the second-order privacy risk perspective",Privacy visualization: privacy risk-communication approach,Lab. Exp.,compare different apps regarding their privacy properties,raise privacy awareness,Smartphone privacy; Privacy risk communication; Privacy behavior; Human factors; Experimental research; Information-flow monitoring,50,academic community,online,direct payment,N/A,Software applications,Journal Article,"Bal G., Rannenberg K., Hong J.I.",2015,Computers and Security
P192,Taking Situation-Based Privacy Decisions: Privacy Assistants Working with Humans,Control Information Disclosure,Control Information Disclosure,Data collection by smart devices,"Propose a new model for privacy assistants that can make privacy decisions on behalf of the users per situation, even when the user has not explicitly been in a similar situation before","Information sharing: PAS makes a sharing decision on behalf of the user, or it delegates the decision to the user, by modeling trust in multiple contexts",Experiment with dataset,have an agent making privacy decisions in different situations on behalf of the users,control information disclosure,-,25,general,NI,NI,NI,Internet of Things,Conference Paper,"Kökciyan N., Yolum P.",2022,IJCAI International Joint Conference on Artificial Intelligence
P193,Textured agreements: Re-envisioning electronic consent,Raise Privacy Awareness,Improving visual presentation,"visually redesigning software agreements employing factoids, vignettes, and iconic symbols to accentuate information and personal relevance","Develop textured agreements, visually redesigned agreements that employ factoids, vignettes, and iconic symbols to accentuate information and highlight its personal relevance","Informed consent: without modifying the original content, textured agreements employ visual design techniques such as typography and layout to create a well-defined information hierarchy to capture user attention",Lab. Exp.,understand lengthy agreements,raise knowledge of privacy policies,"Informed consent, end-user license agreement, EULA.",112,academic community,offline,vouchers,lay,Online Services,Conference Paper,"Kay M., Terry M.",2010,ACM International Conference Proceeding Series
P194,The Feasibility of Dynamically Granted Permissions: Aligning Mobile Privacy with User Preferences,Control Information Disclosure,Recommendation-based,Mobile permission model,"A classifier to make privacy decisions on the user’s behalf by detecting when context has changed and, when necessary, inferring privacy preferences based on the user’s past decisions and behavior.",Privacy settings: a machine-learning model to make automatic permission decisions,Field study,automatically manage permissions,manage privacy settings,-,131,academic community,online,N/A,lay,Software applications,Conference Paper,"Wijesekera, Primal; Baokar, Arjun; Tsai, Lynn; Reardon, Joel; Egelman, Serge; Wagner, David; Beznosov, Konstantin",2017,2017 IEEE Symposium on Security and Privacy (SP)
P195,The Long-Standing Privacy Debate: Mobile Websites Vs Mobile Apps,Control Information Disclosure,Control Information Disclosure,Mobile app tracking,Propose an anti-tracking mechanism that enable the users to access an online service through a mobile app without risking their privacy,"Information sharing: by using Xposed, antiTrackDroid is able to intercept every outgoing request and check if the destination’s domain name exist in a blacklist of mobile trackers. In case of match (i.e. the destination is blacklisted), the outgoing request is blocked",Simulation,improve their privacy even when using a mobile app,control information disclosure,-,-,N/A,N/A,N/A,N/A,Software applications,Journal Article,"Papadopoulos E.P., Diamantaris M., Papadopoulos P., Petsas T., Ioannidis S., Markatos E.P.",2017,"26th International World Wide Web Conference, WWW 2017"
P196,The privacy badge: A privacy-awareness user interface for small devices,Control Information Disclosure,Permission granting on mobile applications,Privacy management,"Present the Privacy Badge, a privacy-awareness user interface created to visualize privacy loss in ubiquitous and pervasive computing environments ","Privacy settings: the miniature badge is always visible in each application and gives at-a-glance information without any details. If anything changes, it alerts and the user, that can tap in the badge to see the privacy loss and change his personal privacy preferences",Lab. exp,do privacy settings in in an easy and understandable way,manage privacy settings,privacy; privacy awareness; mobile devices; user interfaces,10,general,NI,NI,lay,Software applications,Conference Paper,"Gisch M., De Luca A., Blanchebarbe M.",2007,"Mobility Conference 2007 - The 4th Int. Conf. Mobile Technology, Applications and Systems, Mobility 2007, Incorporating the 1st Int. Symp. Computer Human Interaction in Mobile Technology, IS-CHI 2007"
P197,TLDR: Deep Learning-Based Automated Privacy Policy Annotation with Key Policy Highlights,Raise Privacy Awareness,Improving querying and readability,automated privacy policy extraction and summarisation,"Introduce TLDR, a machine learning-based automated ensemble of privacy policy classifiers, for (i) categorizing the content into nine privacy policy categories with high performance and (ii) detecting missing information in the privacy policies",Privacy policy:a segment highlighting mechanism to reduce the number of segments that a user needs to read in order to cover certain privacy practices in a privacy policy,Online Exp.,reduce the privacy policy average reading time,raise knowledge of privacy policies,Privacy; Machine Learning; Privacy Policy; Natural Language Processing,20,general,NI,NI,N/A,Online Services,Conference Paper,"Alabduljabbar A., Abusnaina A., Meteriz-Yildiran Ü., Mohaisen D.",2021,"WPES 2021 - Proceedings of the 20th Workshop on Privacy in the Electronic Society, co-located with CCS 2021"
P198,Toward an approach to privacy notices in IoT,Raise Privacy Awareness,Improving querying and readability,Privacy notices,Propose a method to extract notice and choice statements from privacy policies for IoT users to decide about their privacy,Privacy notice: privacy policies are analysed (annotated) and them processed through the creation of a graph of the user related annotations that are used to generate short notices.,Motivating Example,make decision and understand privacy notices,raise knowledge of privacy policies,Privacy Policy;Notice and Choice;IoT; Privacy Analysis,25,academic community,NI,NI,N/A,Internet of Things,Conference Paper,"Shayegh P., Ghanavati S.",2017,"Proceedings - 2017 IEEE 25th International Requirements Engineering Conference Workshops, REW 2017"
P199,Toward domain-guided controllable summarization of privacy policies,Raise Privacy Awareness,Improving querying and readability,automated privacy policy extraction and summarisation,Propose a domain-aware extractive model for summarizing the privacy contracts,Privacy policy: build summaries by using a risk-focused and a coverage-focused content selection mechanism,Experiment with dataset,view a summary that captures different privacy factors or a summary that covers the riskiest content.,raise knowledge of privacy policies,-,-,N/A,N/A,N/A,N/A,Online Services,Conference Paper,"Keymanesh M., Elsner M., Parthasarathy S.",2020,CEUR Workshop Proceedings
P200,Towards a comprehensive analytical framework for smart toy privacy practices,Raise Privacy Awareness,Enabling privacy policy assessment,framework to systematically evaluate selected privacy aspects of smart toys,Propose a comprehensive analytical framework based on 17 privacy-sensitive criteria to systematically evaluate selected privacy aspects of smart toys.,"Privacy visualisation: the framework captures the most serious privacy considerations, and can be used to evaluate a diverse set of smart toys and their companion apps",Field Study,compare of smart toys privacy practices,raise knowledge of privacy policies,Smart Toys; Privacy Policy; Terms of Use; Evaluation Framework; Applications Analysis,-,N/A,N/A,N/A,N/A,Internet of Things,Conference Paper,"Mahmoud M., Hossen M.Z., Barakat H., Mannan M., Youssef A.",2018,ACM International Conference Proceeding Series
P201,Towards a Model of User-centered Privacy Preservation,Control Information Disclosure,Manage Privacy Settings,Privacy management,"Present a model of user-centered privacy that can be used to analyse a service’s behaviour against user preferences, such that a user can be informed of the privacy implications of that service and what fine-grained actions they can take to maintain their privacy.",Privacy settings: analysis of service's behaviour against user preferences.,Motivating example,better understand how systems use their private data,manage privacy settings,Privacy; Cloud Computing; Model-driven development,-,N/A,N/A,N/A,N/A,Online Services,Conference Paper,"Grace, Paul; Surridge, Mike",2017,"Proceedings of the 12th International Conference on Availability, Reliability and Security"
P202,Towards a Privacy Rule Conceptual Model for Smart Toys,Control Information Disclosure,limited user interface,Privacy Access Control Model,"Presents a privacy rule conceptual model with the concepts of smart toy, mobile service, device, location, and guidance with related privacy entities: purpose, recipient, obligation, and retention for smart toys",Privacy settings: use of privacy rules and access control model to allow parents/legal guardians to manage a child's privacy when using a smart toy.,Motivating example,create privacy rules and receive acknowledgements regarding their child’s privacy sensitive location data,manage privacy settings,-,-,N/A,N/A,N/A,N/A,Internet of Things,Journal Article,"Rafferty, Laura; Hung, Patrick C. K.; Fantinato, Marcelo; Peres, Sarajane Marques; Iqbal, Farkhund; Kuo, Sy-Yen; Huang, Shih-Chia",2017,Computing in Smart Toys
P203,Towards a Visual Privacy Advisor: Understanding and Predicting Privacy Risks in Images,Control Information Disclosure,Interaction with social networks,Privacy advisory,Propose a Visual Privacy Advisor that helps users enforce their privacy preferences and prevents leakage of private information,"Privacy advisory: Based on attribute predictions and user privacy preferences, the advisor infers a privacy score that can be used to prevent unintentional sharing of information",Online exp.,enforce their privacy preferences and prevents leakage of private information,manage privacy settings,-,50,general,online,payment from the plataform used,lay,Social Networks,Conference Paper,"Orekondy T., Schiele B., Fritz M.",2017,Proceedings of the IEEE International Conference on Computer Vision
P204,Towards Automated Content-based Photo Privacy Control in User-Centered Social Networks,Control Information Disclosure,Control Information Disclosure,Privacy of Images,"Propose a novel system, AutoPri, to enable automatic and user-specific content-based photo privacy control in online social networks",Information sharing: AutoPri can automatically detect private photos in a user-specific manner using a detection model based on a multimodal variational autoencoder and pinpoint sensitive regions in private photos with an explainable deep learning-based approach,Experiment with dataset,determine users' sensitive content items,control information disclosure,privacy control;social media;deep learning,303,general,crowd sourcing platform,payment from the plataform used,lay,Social Networks,Conference Paper,"Vishwamitra N., Li Y., Hu H., Caine K., Cheng L., Zhao Z., Ahn G.-J.",2022,CODASPY 2022 - Proceedings of the 12th ACM Conference on Data and Application Security and Privacy
P205,Towards Change Detection in Privacy Policies with Natural Language Processing,Raise Privacy Awareness,Enabling privacy policy assessment,Privacy Policy,"Explore and realise a workflow for comparing two versions of a privacy policy by using machine learning and natural language processing, with the objective of enabling users to compare privacy policies at a sentence level and observe the relevant changes","Privacy visualisation: The change highlighted gives a snapshot of the changes to the user that can be easily eye balled, greatly reducing the reading and understanding effort",Experiment with dataset,get informed about the changes in a privacy policy through simple highlighting,raise knowledge of privacy policies,Change Detection; Usable Privacy Policy; Semantic Similarity; Security and privacy,-,N/A,N/A,N/A,N/A,Online Services,Conference Paper,"Adhikari A., Dewri R.",2021,"2021 18th International Conference on Privacy, Security and Trust, PST 2021"
P206,Towards Consensus-Based Group Decision Making for Co-Owned Data Sharing in Online Social Networks,Control Information Disclosure,Negotiation and conflict resolution,Fuzzy-logic based group decision-making,Provide a framework in which a consensus-based group decision making process is used in order to take the best decision in co-owned data sharing processes in online social networking,"Information sharing: when a user wants to post a co-owned data, the user first asks co-owner’s group decision in the sharing process, and then makes the final decision by either respecting the group’s decision or dis-respecting co-owners’ group decision. If co-owners are worried about the co-owned data security features and do not want the data to be shared but the owner shares the data, then the proposed work decreases the co-owner’s trust in the owner otherwise it is increased",Proof-of-concept,reach consensus in OSNGDM (online social network group decision-making) co-owned data sharing processes,manage multiparty privacy,Consensus-reaching; co-owned data sharing; fuzzy decision making systems; group decision making; online social networks; users trust values,316,general,NI,NI,N/A,Social Networks,Journal Article,"Akkuzu G., Aziz B., Adda M.",2020,IEEE Access
P207,Towards Displaying Privacy Information with Icons,Raise Privacy Awareness,Improving visual presentation,enabling users to compare privacy policies at a sentence level and observe the relevant changes when the privacy policy changes,Design and evaluation of privacy icons ,Privacy policy: showing core aspects of a privacy policy using (privacy) icons,Online exp.,quick comprehend core aspects of a privacy policy ,raise knowledge of privacy policies,privacy icons; privacy policies; privacy pictograms; social networks,90,general,mixed,N/A,lay,Online Services,Journal Article,"Holtz, Leif-Erik; Nocun, Katharina; Hansen, Marit",2011,Privacy and Identity Management for Life
P208,Towards PII-based multiparty access control for photo sharing in Online Social Networks,Control Information Disclosure,Negotiation and conflict resolution,Privacy management,"Propose an approach to enable collaborative management of shared visual data such as photos in OSNs, by enabling fine-grained, PII-level control.","Information sharing: Since policy conflicts are inevitable in multiparty authorization enforcement, a conflict resolution method unique to PII-level privacy control is further introduced to deal with policy conflicts via balancing the need for privacy protection and information sharing",Online Exp.,control individual PIIs for effective conflict resolution,manage multiparty privacy,"Access control; privacy; PII, multiparty; online social networks",30,general,online,payment from the plataform used,lay,Social Networks,Conference Paper,"Vishwamitra N., Li Y., Wang K., Hu H., Caine K., Ahn G.-J.",2017,"Proceedings of ACM Symposium on Access Control Models and Technologies, SACMAT"
P209,Towards privacy preserving social recommendation under personalized privacy settings,Control Information Disclosure,Interaction with social networks,"Privacy management in recommender systems (based on user feedback on items - online commercial platforms, for instance)","Propose PrivSR, a novel privacy-preserving social recommendation framework, in which user can model user feedbacks and social relationships privately","Social recommendation (user feedback on items): PrivSR, aims to allow recommender systems to incorporate social relationships without leaking sensitive feedbacks to untrusted recommender and friends",Experiment with dataset,sensitive ratings while being able to retain the effectiveness of recommendation,manage privacy settings,Differential privacy; Social recommendation; Ranking; Personalized privacy settings,-,N/A,N/A,N/A,N/A,Social Networks,Journal Article,"Meng X., Wang S., Shu K., Li J., Chen B., Liu H., Zhang Y.",2019,World Wide Web
P210,Towards usable client-centric privacy advisory for mobile collaborative applications based on BDDs,Control Information Disclosure,Interaction with social networks,privacy advisory for collaborative settings on mobile devices,Present a prototypic implementation of a client-centric privacy advisor based on binary decision diagrams,Privacy advisory: use case oriented and based on Binary Decision Diagrams (BDDs) in collaborative applications,Use case,granularly control their privacy preferences,manage privacy settings,Binary decision diagrams; Collaborative settings; Mobile computing; Privacy advisory; Usability,-,N/A,N/A,N/A,N/A,Software applications,Conference Paper,"Bourimi M., Ossowski J., El Diehn I. Abou-Tair D., Berlik S., Abu-Saymeh D.",2011,"2011 4th IFIP International Conference on New Technologies, Mobility and Security, NTMS 2011 - Proceedings"
P211,Towards usable privacy policy display & management,Control Information Disclosure,Manage Privacy Settings,Privacy policy,"Present the concept of “on the fly” privacy management, which lets users adapt and organize their own privacy preferences whilst an online transaction takes place",Privacy settings: standard predefined privacy settings which can be customized semi-automatically “on the fly”,Lab. exp.,state their preferred level of privacy depending on the scenario of the transaction,manage privacy settings,HCI; PrimeLife Policy Language (PPL); Privacy Policy Interfaces; Usability,24,general,NI,NI,mixed,Online Services,Conference Paper,"Angulo J., Fischer-Hübner S., Pulls T., Wästlund E.",2011,"5th International Symposium on Human Aspects of Information Security and Assurance, HAISA 2011"
P212,Trend analysis and recommendation of users' privacy settings on social networking services,Control Information Disclosure,Interaction with social networks,Privacy management,Propose a new framework for assisting SNS users in finding their appropriate privacy settings,Privacy settings: provide recommendation of settings based on mining results on the settings and user categories,Proof-of-concept,"set up their privacy settings, through trend analysis and recommendation based on collected privacy settings of other users",manage privacy settings,-,15,academic community,NI,NI,lay,Social Networks,Journal Article,"Munemasa T., Iwaihara M.",2011,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)
P213,Trust-Based Collaborative Privacy Management in Online Social Networks,Control Information Disclosure,Negotiation and conflict resolution,Privacy negotiation based on the aggregated opinion of all involved users,Propose a trust-based privacy management mechanism with a threshold based on which the user makes the final decision on data posting,"Information sharing: When a user is about to post a data item, the user first solicits the stakeholders’ opinions on data sharing, and then makes the final decision by comparing the aggregated opinion with a pre-specified threshold",Simulation,be more considerate of other users’ privacy,manage multiparty privacy,Social trust; voting scheme; multi-armed bandit; collaborative privacy management; online social networks,-,N/A,N/A,N/A,N/A,Social Networks,Journal Article,"Xu L., Jiang C., He N., Han Z., Benslimane A.",2019,IEEE Transactions on Information Forensics and Security
P214,Trust-based privacy-preserving photo sharing in online social networks,Control Information Disclosure,Manage Multiparty Privacy,Privacy management,Propose a privacy-preserving photo sharing mechanism which utilizes trust values to decide how a photo should be anonymized,"Information sharing: The photo that a user wants to share is temporarily holden by the service provider. Based on the trust relationship between users, the service provider estimates how much privacy loss the sharing of the photo can bring to a stakeholder. Then by comparing the privacy loss with a threshold specified by the publisher, the service provider decides if a stakeholder should be deleted from the photo",Experiment with dataset,protect the stakeholders’ privacy,manage multiparty privacy,Social trust; anonymization; privacy preserving; photo sharing; online social networks,-,N/A,N/A,N/A,N/A,Social Networks,Conference Paper,"Xu L., Bao T., Zhu L., Zhang Y.",2019,IEEE Transactions on Multimedia
P215,UIPDroid: Unrooted Dynamic Monitor of Android App UIs for Fine-Grained Permission Control,Control Information Disclosure,Permission granting on mobile applications,or a new Android widget based UI permission manager,Propose tool named UIPDroid as a module developed on top of a virtualisation framework called VirtualXposed that can be installed like a usual app on unrooted Android phones of compatible versions,"Information sharing: when an app tries to access a user's private data that requests for a permisison, UIPDroid intercepts the requests and checks the UI context of this behaviour, informs the user about the potential permission use through UI notification, providing choices for the user to set their preferences",Proof-of-concept,improve their privacy awareness and protection,manage privacy settings,Android; Permission management; rootless; virtualXposed,-,N/A,N/A,N/A,N/A,Software applications,Conference Paper,"Duan M., Jiang L., Shar L.K., Gao D.",2022,Proceedings - International Conference on Software Engineering
P216,ULPT: A User-Centric Location Privacy Trading Framework for Mobile Crowd Sensing,Control Information Disclosure,Control Information Disclosure,Location privacy,"Construct a location privacy trading framework, ULPT, for MCS with an auction approach, where the platform provides incentives to motivate workers to complete sensing tasks","Information sharing: workers with different location privacy leakage budgets have freedom to choose how much privacy to disclose to the platform, in trade of different monetary reward",Experiment with dataset,"choose how much privacy to disclose to the platform, in trade of different monetary reward",control information disclosure,Location privacy; mobile crowd sensing; privacy trading,-,N/A,N/A,N/A,N/A,Internet of Things,Journal Article,"Jin W., Xiao M., Guo L., Yang L., Li M.",2021,IEEE Trans. Mob. Comput.
P217,Unwinding Ariadne's identity thread: Privacy risks with fitness trackers and Online Social Networks,Raise Privacy Awareness,Risk communication,determining identity exposure resulting from user engagement with wearable IoT devices and OSNs,"Present a identity-exposure tool that seeks to determine the leakage of information related to users’ identity resulting from their engagement with wearable IoT devices, in particular fitness-trackers and OSNs, in parallel",Information sharing: the tool models online information shared by individuals and elaborates on how they might be exposed to the unwanted leakage of further personal data,Proof-of-concept,"better assess their online digital footprints - thus, they will be more capable of making informed privacy decisions",raise privacy awareness,Privacy; Internet of Things; Wearables; Fitness Trackers; Online Social Networks; Identity Exposure,8,general,mixed,N/A,lay,Internet of Things,Conference Paper,"Aktypi A., Nurse J.R.C., Goldsmith M.",2017,"MPS 2017 - Proceedings of the 2017 Workshop on Multimedia Privacy and Security, co-located with CCS 2017"
P218,User-Centric Privacy for Identity Federations Based on a Recommendation System,Control Information Disclosure,Control Information Disclosure,selecting service providers or choosing their privacy settings,Present a novel AR privacy management interface (PARA) that uses AR visualization to contextualize data disclosure and improve user’s perceptions of privacy threats.,"Privacy Advisor:informing end-users about data protection practices within identity federations, providing personalised advice, and even acting on behalf of the user in specific cases.",Proof-of-concept,know their privacy is affected when using a service provider (an RP) within an identity federation.,control information disclosure,identity infrastructures; federated identity management; privacy; recommendation system,151,general,NI,NI,mixed,Online Services,Journal Article,"Villarán, C.; Beltrán, M.",2022,Electronics
P219,User-Controllable Learning of Security and Privacy Policies,Control Information Disclosure,Interaction with social networks,User-controllable policy,Introduced a user controllable policy learning approach that enables the user and the system to work hand in hand on refining policies by working on a common model,Privacy policy: the system accomplishes earning incremental policy modifications which are presented to the user as suggested changes to their current system policy.,Online exp.,retain control and make policy modifications by hand,manage privacy settings,Security and privacy policies; usable security; user controllable learning,100,academic community,NI,N/A,lay,Online Services,Conference Paper,"Kelley P.G., Hankes Drielsma P., Sadeh N., Cranor L.F.",2008,AISec 2008
